severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
CRITICAL	2023-03-17T00:56:54+0000		505.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go		MAIN	{startLine=505.0, endLine=505.0, startOffset=49.0, endOffset=51.0}	5min	AYbtEjBFIZYa0Rfl_jwU	4ecd6c6970901d8bde357767f2133c59	OPEN
CRITICAL	2023-03-17T00:56:54+0000		560.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go		MAIN	{startLine=560.0, endLine=560.0, startOffset=33.0, endOffset=35.0}	5min	AYbtEjBFIZYa0Rfl_jwV	eed28c40d732c70f0d7a50aed04d1263	OPEN
CRITICAL	2023-03-17T00:56:54+0000		607.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go		MAIN	{startLine=607.0, endLine=607.0, startOffset=34.0, endOffset=36.0}	5min	AYbtEjBFIZYa0Rfl_jwW	7bde6d575aa912768a854c57118efa2e	OPEN
CRITICAL	2023-03-17T00:56:54+0000		657.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go		MAIN	{startLine=657.0, endLine=657.0, startOffset=26.0, endOffset=28.0}	5min	AYbtEjBFIZYa0Rfl_jwX	242195c1c12bbc461baadebfe8beaa56	OPEN
MINOR	2023-03-17T00:56:54+0000		788.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""file_demo_proto_rawDescGZIP"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go		MAIN	{startLine=788.0, endLine=788.0, startOffset=5.0, endOffset=32.0}	5min	AYbtEjBFIZYa0Rfl_jwY	e6a07a94bc238a9767740b9d37882391	OPEN
CRITICAL	2023-03-17T00:56:54+0000		836.0		go:S3776	GoLang-Nanodegree---Online-Boutique	28min		Refactor this method to reduce its Cognitive Complexity from 38 to the 15 allowed.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"brain-overload / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go	"{locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=837.0, endLine=837.0, startOffset=1.0, endOffset=3.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=840.0, endLine=840.0, startOffset=1.0, endOffset=3.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=842.0, endLine=842.0, startOffset=3.0, endOffset=9.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=854.0, endLine=854.0, startOffset=3.0, endOffset=9.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=866.0, endLine=866.0, startOffset=3.0, endOffset=9.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=878.0, endLine=878.0, startOffset=3.0, endOffset=9.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=890.0, endLine=890.0, startOffset=3.0, endOffset=9.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=902.0, endLine=902.0, startOffset=3.0, endOffset=9.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=914.0, endLine=914.0, startOffset=3.0, endOffset=9.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=926.0, endLine=926.0, startOffset=3.0, endOffset=9.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=938.0, endLine=938.0, startOffset=3.0, endOffset=9.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=950.0, endLine=950.0, startOffset=3.0, endOffset=9.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=962.0, endLine=962.0, startOffset=3.0, endOffset=9.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=974.0, endLine=974.0, startOffset=3.0, endOffset=9.0}, msg=+3 (incl 2 for nesting), msgFormattings=[]}]} / "	MAIN	{startLine=836.0, endLine=836.0, startOffset=5.0, endOffset=25.0}	28min	AYbtEjBFIZYa0Rfl_jwZ	2e7a6e1deebe64bad31a76c920e1cc8a	OPEN
MINOR	2023-03-17T00:56:54+0000		836.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""file_demo_proto_init"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go		MAIN	{startLine=836.0, endLine=836.0, startOffset=5.0, endOffset=25.0}	5min	AYbtEjBFIZYa0Rfl_jwa	2e7a6e1deebe64bad31a76c920e1cc8a	OPEN
MINOR	2023-03-17T00:56:54+0000		1083.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""_ProductCatalogService_ListProducts_Handler"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go		MAIN	{startLine=1083.0, endLine=1083.0, startOffset=5.0, endOffset=48.0}	5min	AYbtEjBFIZYa0Rfl_jwb	36833eb1de4b25b030cde24d15bb2dde	OPEN
MINOR	2023-03-17T00:56:54+0000		1101.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""_ProductCatalogService_GetProduct_Handler"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go		MAIN	{startLine=1101.0, endLine=1101.0, startOffset=5.0, endOffset=46.0}	5min	AYbtEjBFIZYa0Rfl_jwc	a08417d096f61faf1561ce9c43e43732	OPEN
MINOR	2023-03-17T00:56:54+0000		1119.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""_ProductCatalogService_SearchProducts_Handler"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go		MAIN	{startLine=1119.0, endLine=1119.0, startOffset=5.0, endOffset=50.0}	5min	AYbtEjBFIZYa0Rfl_jwd	582228dcfeac4a836a7f80fc89a4de7c	OPEN
CRITICAL	2023-03-17T00:56:54+0000		1155.0		go:S1192	GoLang-Nanodegree---Online-Boutique	6min		"Define a constant instead of duplicating this literal ""demo.proto"" 3 times."	2023-03-17T00:56:54+0000	CODE_SMELL	false	"design / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go	"{locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=1263.0, endLine=1263.0, startOffset=11.0, endOffset=23.0}, msg=Duplication, msgFormattings=[]}]} / {locations=[{component=GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go, textRange={startLine=1335.0, endLine=1335.0, startOffset=11.0, endOffset=23.0}, msg=Duplication, msgFormattings=[]}]} / "	MAIN	{startLine=1155.0, endLine=1155.0, startOffset=11.0, endOffset=23.0}	6min	AYbtEjBFIZYa0Rfl_jwL	8ee07cbe78beabf36d57b6b1a5c93d20	OPEN
MINOR	2023-03-17T00:56:54+0000		1213.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""_CurrencyService_GetSupportedCurrencies_Handler"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go		MAIN	{startLine=1213.0, endLine=1213.0, startOffset=5.0, endOffset=52.0}	5min	AYbtEjBFIZYa0Rfl_jwe	1ec5896445a3b6993ef367b7ad51fc06	OPEN
MINOR	2023-03-17T00:56:54+0000		1231.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""_CurrencyService_Convert_Handler"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go		MAIN	{startLine=1231.0, endLine=1231.0, startOffset=5.0, endOffset=37.0}	5min	AYbtEjBFIZYa0Rfl_jwf	78bb60d14e07cbf7a7dd00f1968ac76f	OPEN
MINOR	2023-03-17T00:56:54+0000		1307.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""_AdService_GetAds_Handler"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/frontend/genproto/demo.pb.go		MAIN	{startLine=1307.0, endLine=1307.0, startOffset=5.0, endOffset=30.0}	5min	AYbtEjBFIZYa0Rfl_jwg	16d5b4baa7e4a40a1ed36bdc9b490912	OPEN
INFO	2023-03-17T00:56:54+0000		172.0		go:S1135	GoLang-Nanodegree---Online-Boutique	0min		Complete the task associated to this TODO comment.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"cwe / "	GoLang-Nanodegree---Online-Boutique:src/frontend/main.go		MAIN	{startLine=172.0, endLine=172.0, startOffset=4.0, endOffset=8.0}	0min	AYbtEjA-IZYa0Rfl_jwJ	32e244aad934d96e77665416b8867248	OPEN
INFO	2023-03-17T00:56:54+0000		210.0		go:S1135	GoLang-Nanodegree---Online-Boutique	0min		Complete the task associated to this TODO comment.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"cwe / "	GoLang-Nanodegree---Online-Boutique:src/frontend/main.go		MAIN	{startLine=210.0, endLine=210.0, startOffset=4.0, endOffset=8.0}	0min	AYbtEjA-IZYa0Rfl_jwK	32e244aad934d96e77665416b8867248	OPEN
MINOR	2023-03-17T00:56:54+0000		185.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""TestMust_pass"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/frontend/money/money_test.go		MAIN	{startLine=185.0, endLine=185.0, startOffset=5.0, endOffset=18.0}	5min	AYbtEjA4IZYa0Rfl_jwH	709484989a4391032427f952a52b08f9	OPEN
MINOR	2023-03-17T00:56:54+0000		192.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""TestMust_panic"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/frontend/money/money_test.go		MAIN	{startLine=192.0, endLine=192.0, startOffset=5.0, endOffset=19.0}	5min	AYbtEjA4IZYa0Rfl_jwI	f39b1ac4940224a75c82a1f6330ce955	OPEN
CRITICAL	2023-03-17T00:56:54+0000		52.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=52.0, endLine=52.0, startOffset=35.0, endOffset=37.0}	5min	AYbtEjBXIZYa0Rfl_jwl	980086a6ecb77460030651d1555d42e1	OPEN
MINOR	2023-03-17T00:56:54+0000		57.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Unmarshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=57.0, endLine=57.0, startOffset=19.0, endOffset=32.0}	5min	AYbtEjBXIZYa0Rfl_jwm	e767305a4ebd81881561b359b72fe5cc	OPEN
MINOR	2023-03-17T00:56:54+0000		60.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Marshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=60.0, endLine=60.0, startOffset=19.0, endOffset=30.0}	5min	AYbtEjBXIZYa0Rfl_jwn	436d9e9067d794bd621c91cf5ba70219	OPEN
MINOR	2023-03-17T00:56:54+0000		63.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Merge"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=63.0, endLine=63.0, startOffset=19.0, endOffset=28.0}	5min	AYbtEjBXIZYa0Rfl_jwo	c68973c59c47e3b5cb9a99143459cd6e	OPEN
MINOR	2023-03-17T00:56:54+0000		66.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Size"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=66.0, endLine=66.0, startOffset=19.0, endOffset=27.0}	5min	AYbtEjBXIZYa0Rfl_jwp	d58ec0147537d43aff686464e04b5b5c	OPEN
MINOR	2023-03-17T00:56:54+0000		69.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_DiscardUnknown"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=69.0, endLine=69.0, startOffset=19.0, endOffset=37.0}	5min	AYbtEjBXIZYa0Rfl_jwq	e06d5e9640b84362b8d03fac8ebb1054	OPEN
CRITICAL	2023-03-17T00:56:54+0000		99.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=99.0, endLine=99.0, startOffset=41.0, endOffset=43.0}	5min	AYbtEjBXIZYa0Rfl_jwr	07acb90a9604b42b5b6243b1a0d49583	OPEN
MINOR	2023-03-17T00:56:54+0000		104.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Unmarshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=104.0, endLine=104.0, startOffset=25.0, endOffset=38.0}	5min	AYbtEjBXIZYa0Rfl_jws	9226ed44be0bb8897f7a34fda6f39714	OPEN
MINOR	2023-03-17T00:56:54+0000		107.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Marshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=107.0, endLine=107.0, startOffset=25.0, endOffset=36.0}	5min	AYbtEjBXIZYa0Rfl_jwt	42ec084eb5a58e938f48b601c7abd3b9	OPEN
MINOR	2023-03-17T00:56:54+0000		110.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Merge"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=110.0, endLine=110.0, startOffset=25.0, endOffset=34.0}	5min	AYbtEjBXIZYa0Rfl_jwu	9e8d64fb933724442c32ce3b0443f769	OPEN
MINOR	2023-03-17T00:56:54+0000		113.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Size"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=113.0, endLine=113.0, startOffset=25.0, endOffset=33.0}	5min	AYbtEjBXIZYa0Rfl_jwv	4c4ccc1093f7a633fc47fc69242e16f8	OPEN
MINOR	2023-03-17T00:56:54+0000		116.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_DiscardUnknown"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=116.0, endLine=116.0, startOffset=25.0, endOffset=43.0}	5min	AYbtEjBXIZYa0Rfl_jww	2462117628a0db7da9e86cfc2651bf2d	OPEN
CRITICAL	2023-03-17T00:56:54+0000		145.0		go:S1186	GoLang-Nanodegree---Online-Boutique	5min		Add a nested comment explaining why this function is empty or complete the implementation.	2023-03-17T00:56:54+0000	CODE_SMELL	false	"suspicious / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=145.0, endLine=145.0, startOffset=43.0, endOffset=45.0}	5min	AYbtEjBXIZYa0Rfl_jwx	0aee2ce7e96d67576dab6eb42f7c5688	OPEN
MINOR	2023-03-17T00:56:54+0000		150.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Unmarshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=150.0, endLine=150.0, startOffset=27.0, endOffset=40.0}	5min	AYbtEjBXIZYa0Rfl_jwy	09f56281160d3a0fffe9f9d096b7b875	OPEN
MINOR	2023-03-17T00:56:54+0000		153.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Marshal"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=153.0, endLine=153.0, startOffset=27.0, endOffset=38.0}	5min	AYbtEjBXIZYa0Rfl_jwz	22c95204e088d2a44dae560d5d513b94	OPEN
MINOR	2023-03-17T00:56:54+0000		156.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Merge"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=156.0, endLine=156.0, startOffset=27.0, endOffset=36.0}	5min	AYbtEjBXIZYa0Rfl_jw0	2191c38daf21fa56888561b002c78303	OPEN
MINOR	2023-03-17T00:56:54+0000		159.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_Size"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=159.0, endLine=159.0, startOffset=27.0, endOffset=35.0}	5min	AYbtEjBXIZYa0Rfl_jw1	07eb8bcf522bc15c023d31ce898b2d2d	OPEN
MINOR	2023-03-17T00:56:54+0000		162.0		go:S100	GoLang-Nanodegree---Online-Boutique	5min		"Rename function ""XXX_DiscardUnknown"" to match the regular expression ^(_|[a-zA-Z0-9]+)$"	2023-03-17T00:56:54+0000	CODE_SMELL	false	"convention / "	GoLang-Nanodegree---Online-Boutique:src/productcatalogservice/genproto/demo.pb.go		MAIN	{startLine=162.0, endLine=162.0, startOffset=27.0, endOffset=45.0}	5min	AYbtEjBXIZYa0Rfl_jw2	30eca10b47a46aeb4f44a93ca618bbda	OPEN
